"Iteration","Drag coefficient Monitor: Drag coefficient Monitor"
1063.0,0.017728365442481922
1064.0,0.017732136831642414
1065.0,0.017735417579723193
1066.0,0.017736603759730855
1067.0,0.01773600420789855
1068.0,0.01773694729471799
1069.0,0.017737790383255098
1070.0,0.017740048444999216
1071.0,0.017742219792430687
1072.0,0.01774517062325705
1073.0,0.017748991486830783
1074.0,0.017748926965372606
1075.0,0.01775186605354309
1076.0,0.017753073094259015
1077.0,0.01775283044296053
1078.0,0.017750994249872743
1079.0,0.017751998487706564
1080.0,0.017750165728910916
1081.0,0.017749650684814704
1082.0,0.01775035436773733
1083.0,0.01775158644510528
1084.0,0.017753260057975402
1085.0,0.01775027684682781
1086.0,0.017750347106228477
1087.0,0.017749552290821778
1088.0,0.017748412671518412
1089.0,0.01774403509931148
1090.0,0.017742390393324533
1091.0,0.017739781219377398
1092.0,0.017737378359870402
1093.0,0.017736491970497113
1094.0,0.01773428222467927
1095.0,0.017732983121908116
1096.0,0.017729741130622322
1097.0,0.017726174439502747
1098.0,0.017724976711784392
1099.0,0.01772256630601577
1100.0,0.01771897608573008
1101.0,0.01771867867768297
1102.0,0.017715562621088723
1103.0,0.017712323425663572
1104.0,0.017707916989040944
1105.0,0.017705378515631535
1106.0,0.017704135615359353
1107.0,0.017699859045855186
1108.0,0.017695859463575457
1109.0,0.01769605256010647
1110.0,0.017695481142703997
1111.0,0.01769264565761238
1112.0,0.017691201378541972
1113.0,0.017688602008554058
1114.0,0.017685540821590743
1115.0,0.017682673790153872
1116.0,0.017680967106454205
1117.0,0.017679494264529638
1118.0,0.017679252355847268
1119.0,0.017676288616761956
1120.0,0.01767617243315093
1121.0,0.017677078419599132
1122.0,0.017675846777766874
1123.0,0.017674480836589745
1124.0,0.01767289329827539
1125.0,0.01767108458272473
1126.0,0.017669824532895537
1127.0,0.01767034016351409
1128.0,0.01767207404392536
1129.0,0.01767243560477627
1130.0,0.017670636786427833
1131.0,0.01767221340611125
1132.0,0.017675749664366112
1133.0,0.017677399661996347
1134.0,0.017676804784091033
1135.0,0.01767574644869395
1136.0,0.017674228123098365
1137.0,0.017672924295770505
1138.0,0.017673722703462673
1139.0,0.017675586028039585
1140.0,0.017678122190299787
1141.0,0.01767849167923204
1142.0,0.017683277465175343
1143.0,0.01768544654509924
1144.0,0.017686455458861987
1145.0,0.017686579316258024
1146.0,0.01768539355735423
1147.0,0.017683456891648706
1148.0,0.01768191175090646
1149.0,0.017681922894544348
1150.0,0.01768390782408127
1151.0,0.0176884714816745
1152.0,0.017690345186078746
1153.0,0.017692611056106537
1154.0,0.017694296561920248
1155.0,0.017695644588071574
1156.0,0.01769528972552782
1157.0,0.017693146880526645
1158.0,0.01768976009851651
1159.0,0.017687673621052134
1160.0,0.01768672164641789
1161.0,0.017687064427503115
1162.0,0.01768917766076332
1163.0,0.017691161369737134
1164.0,0.017692667738207817
1165.0,0.01769326054481368
1166.0,0.01769322484561402
1167.0,0.017692044246184653
1168.0,0.017689797125765225
1169.0,0.01768638545284852
1170.0,0.017683367468640975
1171.0,0.017681564393146644
1172.0,0.01768201227526952
1173.0,0.017682501082832567
1174.0,0.0176832521058758
1175.0,0.017683623628097368
1176.0,0.017681980308253777
1177.0,0.017681104531382094
1178.0,0.01768051231329517
1179.0,0.01767849321446761
1180.0,0.01767312712931881
1181.0,0.017668438895199323
1182.0,0.017667736570350038
1183.0,0.017668604976935
1184.0,0.01766917520578384
1185.0,0.01766976237087299
1186.0,0.017666858199296386
1187.0,0.017667090264518983
1188.0,0.017665911122028876
1189.0,0.017663324892520996
1190.0,0.01766100769739999
1191.0,0.017659661722687632
1192.0,0.01765705566134446
1193.0,0.017654149622395855
1194.0,0.01765305820254741
1195.0,0.017655227765926023
1196.0,0.017656002008681067
1197.0,0.017654771437906277
1198.0,0.01765458507024745
1199.0,0.017652395915285033
1200.0,0.017653077516466026
